Id,Price
4567,162737.33180448296
5925,122485.69742443333
960,141043.46225925957
3848,169014.9213802526
746,177493.566650226
868,377041.5935930017
672,118570.96679830436
2471,203411.82989161919
4510,128101.86701631377
8354,243303.78800105667
6393,183621.1810826426
13270,227653.22721871815
5250,257470.25679763165
16751,174950.59049107105
11404,130612.79500611113
10588,337487.5376291737
14925,192558.09911855188
6791,237179.75230716984
16097,217984.83655574918
16428,334722.264392443
6945,354591.6454603266
3190,185804.83985732432
15709,474857.7019948847
13155,180143.73834192357
7675,204056.36245295242
14686,240484.67471012854
609,175838.33800006367
11155,124798.50793462305
10869,211214.24836776473
15742,179253.40112988462
9245,186807.57652629635
3340,182679.19942017322
2359,266750.54913318553
8070,218207.00866775244
13707,126661.82688566862
16079,247613.7989132839
15937,245023.88949666053
14090,172947.1589865659
9008,213895.9807824868
16384,187309.43720133175
11657,255192.32466251598
13151,152737.42700170752
8990,185065.5846209702
11857,190686.58968011997
1565,161381.5631995689
8174,122403.02654695351
9247,237039.21983921723
10478,215083.73635588604
15509,149469.28122928276
8306,193268.3265000039
6642,187934.6814299871
7472,203289.32926753233
15989,137713.052236391
13682,130171.66545435511
163,257957.41706763417
7076,179331.71293651895
7478,347360.493572501
3029,192469.45409158574
1814,141528.48029649208
10057,142694.17870751332
15100,197049.1453869828
12694,225488.31102249117
6291,183630.33652400694
12603,201869.51791923563
3218,250556.37803232667
13456,128536.39310755116
10170,244898.53340916656
4530,144017.95106519622
13329,161180.84188936313
4820,140506.16588447883
10896,162330.285570389
13416,117834.75509582846
2701,218205.24061296097
11265,327583.491037985
9189,265114.8265209271
1858,187808.37937711543
14536,245894.9621432711
6199,309214.3980920306
14730,155822.98579373638
7510,255694.5366766533
15505,165849.0858955626
7446,193818.21298125677
14016,183095.48479506682
14113,113962.35606995868
8721,284670.3039963366
6193,283892.2961121488
5717,182370.99042325135
5427,300399.436723671
9520,565596.5836205953
6869,100104.50682389051
1658,152414.88201051933
6639,221122.29021711877
6283,182790.86941293086
6257,122369.24589828987
15235,188127.4780669875
902,208459.45323198586
8932,196944.2755095309
16469,320908.43447494024
2825,261747.55581659023
6450,438480.49647462775
11366,182412.00677394948
3801,297913.24774910347
11385,215505.12911804524
1079,207476.85102743894
3202,240276.0497645294
676,193005.43128992806
6185,270136.38308853755
7730,164693.5386949615
2573,179911.9550412571
10978,209626.98240363348
10962,248086.6126415014
8870,203702.43091845175
8496,185937.49847887273
5517,171550.77562309854
927,191634.80465970188
13675,190910.43806055826
1499,224019.3409632906
15536,313508.3998189447
8602,332292.7386569256
12137,411347.01713025337
9865,264610.8267183008
16353,281085.4071545508
15908,223084.27749744206
3944,183667.99331012435
10359,208305.88738054808
15158,210414.07621322933
3259,264939.0664734878
7220,331096.62106136867
13843,208678.8804280073
16736,160328.56424375964
702,239835.6263724596
16401,100519.8341441899
12134,175914.77774100527
6918,204148.52226333425
11792,132057.26865065668
3798,140175.75421179555
10395,127004.31878471309
11099,129766.08815986215
7090,198993.2683162253
11260,198219.35959130738
9647,208542.68692811308
2903,363431.88179434545
2071,185467.68363831076
8604,200058.97123800043
9346,210956.63046598661
3945,211606.39566451873
3420,145679.09883959894
10842,128648.02976928839
725,169049.79219457557
13931,210497.8836172481
16330,211247.54215837872
9066,425292.40931952186
3326,311216.04424103274
1556,270134.553576948
6579,103307.94774211704
13877,142254.98375736375
9857,327446.96263869305
7302,235998.90351804145
5684,186209.87904714674
6513,235250.83629005167
11342,116398.50249095021
16561,229301.5503340539
6885,180229.8977729484
9308,186476.54832211565
2559,164588.63306544104
6648,188934.58007996093
15260,166789.67985925832
5113,187212.3771169287
16492,202325.84036502597
12034,284853.5509576408
7248,197836.47706867967
2171,210163.82801458368
10594,156683.62481001814
13241,192673.8993748132
7032,144066.8936074085
4884,150571.29507191663
903,244820.31802291458
162,152383.9840329013
6566,231773.51812322668
8249,115137.22298110947
13106,213482.22412093333
256,125954.36839862353
7976,163990.0646722807
8575,172163.77752306723
7591,301942.44906062173
3204,260571.87011175838
15804,191519.9208233269
1525,288407.1993250998
9038,201150.82354665373
13628,194609.55229913548
10016,205599.90509975408
10208,235980.01382744993
2008,182862.34339032296
13029,194397.62825691205
5099,125950.35096648127
9923,274244.58381875546
9461,143252.86307281686
11086,159402.18886007147
15057,211940.55739226754
10689,172030.81040697263
2053,247164.9745145862
16630,160546.8924008556
4985,163497.2875600477
13881,238579.47309306567
13225,192610.12716091916
5779,65389.57172420961
10262,187828.79134018364
10762,231977.5861685935
9513,191070.8902993569
11128,152427.54146028333
2074,305838.82151077274
933,200787.10047457588
2780,192608.95724751856
6594,116572.4136092157
15394,352241.0930806664
14863,149676.76065110802
6698,218731.72858870018
1611,299502.465949295
174,188828.7549948957
5160,214486.57168420486
3295,330373.640456913
4559,362531.1850516006
8254,177074.07839826492
10228,102969.4874542872
13924,136671.1645777889
15341,239281.0648944486
4353,194082.86436375268
4334,68887.94121736774
1872,165086.9723595729
7823,179332.8825210808
310,148565.2750782861
3704,238573.1085708478
11615,209454.41357598707
6605,222329.37154480352
3381,189191.2991683563
2143,142874.92653200054
3191,252763.27905684354
13980,178160.54825485937
15613,166311.62661590736
10943,261204.9725353867
9654,161005.59613403914
16053,406965.77094495326
14931,223127.15568098257
8299,223980.8327519121
2147,174759.89972552002
11567,404703.7852305403
5905,134969.26297485366
11160,110905.51460269207
8275,152875.1853087825
16398,257626.91476804533
11229,194283.87038916987
10309,167845.4272261077
7340,273031.3399219082
7653,166013.79821970145
272,168048.6717714701
9831,234129.54228330214
5016,147347.84080618317
5968,71846.89639635402
796,236817.71308998668
12123,131796.36106700363
16629,182467.16331087743
2637,174715.6563411322
6194,224087.75673557632
6216,416130.53866258153
14346,160002.65562870953
6428,134952.15526055443
2891,220935.1521898106
84,180341.8177632504
9260,181165.14121047183
15250,133259.0040556754
2348,209755.53428447337
10427,280826.48798521346
13230,252471.24640288614
1691,180375.1111172474
8803,127286.33966921079
5464,196705.36042724733
10559,116973.73370077502
16787,304611.7726161501
4278,164584.8906684945
6183,173511.77231406752
12775,165585.93943778425
10104,168440.29243304767
13663,189547.5748840577
9404,264299.281277797
14724,216999.73551103324
10040,172551.89851474017
4646,192459.97806062014
4754,151627.32549522904
3310,220639.89577193127
2003,194797.22955891595
7312,260871.94797193716
10921,221571.98655386243
13419,283529.03431666875
10105,156551.7490365589
2196,367309.3812228824
12659,232226.8530898463
4380,227277.31908205937
10847,150965.0714603962
10805,284816.12459170626
8709,99462.3977255817
8319,178214.66585196977
2215,185259.24246839326
7000,202432.6274403734
7701,110328.88536298223
9678,194929.31112860804
14026,210872.39398018114
7971,173071.4139845056
13734,140503.83487388107
16483,185496.1856849987
6150,223672.66039957266
2931,266547.4100133504
5418,187557.88583799862
1662,560860.4881718118
2441,214887.02973586932
669,143101.64962891338
7734,181096.58493158876
6010,240917.06094215836
266,134307.24011532232
632,142592.6842306914
16221,104320.92170057452
11832,176514.7255744835
5035,106386.10844309656
37,123900.46638715452
6168,184646.1679288847
11757,168029.09534116532
8086,115210.0159689719
6529,222642.13264058915
15121,195406.91661926502
13904,144415.47405380986
3711,167436.82152242458
16563,113840.38388994514
14494,172548.24586069805
3006,226181.21808569774
15299,131575.08882370288
92,280915.6642301726
8066,188026.92856157475
16071,212742.47196944992
10662,138944.00919116876
3883,234546.80233347986
5511,119729.55944180097
2821,256254.74661444034
9570,186453.6746985005
4326,247536.22154834092
9251,231472.62000533807
9031,208809.77896574224
12689,150442.15786334398
16380,265482.69288532046
1053,225952.37945202418
4568,198030.11739624105
16140,116017.65259844266
14356,375954.48045700527
8466,181039.3003937561
15652,138832.35881346342
3285,114913.65547418268
3198,164357.15287282557
14088,447174.93131091987
2268,123696.84320454071
15472,192476.3088387264
1203,214493.61381646118
7157,334508.9435863086
6886,180018.36145424945
5083,236139.7913909831
7467,112074.5275327761
14068,217418.76571291656
2080,179078.7417924333
10865,158954.64963124582
13516,174509.99038568485
14150,212937.8123468902
7609,99642.78444207659
2144,273753.22805903887
10357,196057.11784103775
2396,231514.67562283753
1526,371311.3748687328
10890,234980.64594534156
8638,396106.27395646
6050,267577.80919390335
7639,107859.26677465385
10544,179881.180245017
9577,243854.26364636293
13195,212572.28946505568
3484,213001.71169223893
16668,353453.1273332099
7171,178811.5853316397
8547,220423.9999986685
12735,208893.48237667215
9093,187502.814564985
15323,296028.56145708857
14897,138646.50255839078
5135,135996.1471206218
5327,213608.9903599934
13133,260573.90771089465
1676,300508.49569082656
16296,280154.54081323714
1095,148631.99741276682
12528,161038.48782317946
7348,277893.6619280544
11663,164102.46966510103
1803,216459.78485035303
1510,226977.41748404226
16045,205774.2754207752
2900,144691.75419192846
3236,177931.20797738057
1318,264079.5767043114
14948,224104.75009112686
7840,275479.4498093663
15325,182170.35199182134
8700,135976.39087753367
15706,190141.09795782657
14449,160380.64983951426
16117,175952.76231591468
4529,183251.5752418383
11199,199393.40458527315
4052,369110.5457055638
821,207365.57732589226
68,271042.2389827717
554,117378.28595901572
452,199457.62536201862
11394,325156.85400691384
11393,184022.34212714795
9535,171894.54345994373
4024,188233.87973577867
10069,211964.67660532438
12007,153986.53130965238
12368,348218.7593181511
1259,351208.110468657
1124,323802.660826641
3707,191859.16297686723
8767,161192.693160885
1919,161724.98447502547
16741,159733.89040836037
6664,283298.5448122751
5688,391658.46501058456
7799,141162.04354520998
14843,386743.97643136175
7532,154607.31718056265
8133,166784.27743907913
6264,320711.09178523044
4125,161450.2099768461
2410,173392.80327679613
13607,208751.25659811878
1716,274798.0585992489
1370,127909.31029252414
2273,396940.1077516856
15298,317061.4442672403
4284,255207.82110358964
12303,143486.91873099736
7808,140418.01239802837
2203,146911.01020590114
7237,129800.22242336885
15864,144361.6018116546
2844,143978.1416621451
5729,163894.43127494902
11812,332908.64113666135
1779,136618.63599001186
6442,136742.5827324238
6160,211422.9739763888
8266,196362.73438142095
9903,157727.63414238824
2867,143822.36130187495
6998,180615.43318010497
13932,176534.08565726984
12587,166080.4264939511
3611,246483.05165213443
2646,283780.9340608841
1890,162464.57375763453
860,248756.3505837831
14187,207613.3843051979
12569,267939.76749097335
1276,84764.21010519032
12025,219154.36206499927
4890,290213.71384825074
14410,278434.57272526046
10352,254367.65801744204
11407,227049.18187878656
10384,171364.17772879926
7622,241788.16180085015
12578,164951.0641729267
15820,180739.66331245977
563,192636.43696294216
15226,169376.82074125728
6396,212954.23624478604
6247,144651.99228435382
3339,146780.7414362673
10975,277290.36397196393
7475,99845.38176567582
11129,200793.14593707433
3051,266750.82537025545
10232,250356.13311573144
14106,185379.73388523166
5502,226529.40477940757
4558,71431.70398267792
4181,142171.65845411166
8426,130096.98005450182
6611,160949.20889996825
14641,138157.64038963433
15539,276969.9127087385
13119,148493.41971546583
11716,172478.411879877
7316,239234.0572609561
7791,106950.58901564889
13034,292063.1978879195
1068,301627.36258393386
4060,156790.75882970338
10172,207656.43258561575
2591,186365.61597845086
12494,340324.75616737356
7828,258714.76324150516
15284,171439.6142304415
7947,169640.42694110624
16335,218903.09891559352
10234,328976.7157667733
2797,263473.9386787103
5341,245868.0342584276
3059,254823.2272873285
1559,68839.85750362392
15320,274465.4393431717
10284,362541.82164527307
4134,222076.2067693498
4481,220168.34390002926
7222,183862.34394782127
4062,216665.6731730054
2192,183674.88715270758
9637,177395.0125573936
16236,171247.96693951447
4272,162664.13839028295
9406,282855.52180311544
14309,238184.47608574817
1946,290728.03475387
16235,226598.4462264319
7146,167602.17247643962
16784,207665.51724411457
349,314887.84037296963
6251,169386.59338479952
5128,404665.5691552542
11718,191628.3887098565
16721,89276.15944438126
12517,184963.3964965171
15961,182683.47849960317
9428,154787.3057538514
14541,146491.35387629175
10168,110182.3397944463
11270,155653.65558185967
13210,206529.59628867087
11518,166953.85343599282
12612,180119.55896186913
16352,113768.9141407166
9935,157853.74127636876
15521,383192.3519918136
11482,200196.8057291537
11443,161167.60323195695
9459,260972.78145840927
9218,175244.33054443198
854,136708.28044586506
5619,121855.28930869872
9208,193036.19930800798
4391,149843.69925817978
15207,164711.58981456785
7183,185928.99717364006
16442,219004.3382829924
7936,92840.428989972
10606,304451.0471636047
4979,153135.5014842987
4854,236743.66081926244
16476,125074.72889570374
10516,173932.21334626366
16261,277915.0787572845
90,267827.88728018873
5433,179219.06339568517
14338,143063.88739839362
13487,218513.6889649925
8211,480955.33125225315
170,180187.259730013
14051,95369.76955317518
10686,195743.60909010697
7595,313394.9529327486
6777,349780.808086962
14661,178708.06979699206
13991,322901.43264079164
16795,181369.47759098557
2740,131864.17392186678
7368,312402.4682016803
2413,230973.64317521255
1852,479514.10568345943
15200,378978.95831423235
8467,334108.9093447186
16379,278595.90876168496
3375,182424.16461201102
5945,472040.8891832624
2641,179675.13560564467
2837,287374.33740964317
3498,226987.68287660167
10876,156523.02965302358
1285,230320.3260677928
9285,238624.84905155536
4015,328967.4335876723
2526,194036.0479703466
7814,205618.1074944374
7117,291033.75714843697
12359,118705.4348376247
3303,269081.1432523975
13874,171673.64017829762
5484,199709.04450218842
15067,151004.48545123692
12639,228036.6620890638
3388,218905.31495385116
4256,203660.13068677325
15738,207011.39563160646
14049,161886.6984089122
15780,174843.5030808526
9564,179342.49123442746
11910,225497.97858205732
11315,207831.84184390644
1733,150594.60700782406
3910,340322.29397710547
7552,557492.5305469808
254,183727.9358694229
5222,225758.16894129463
8314,233832.66583084513
16743,200908.48149627395
10335,103132.0303724823
8226,257373.43615641352
12254,235708.76272068132
13152,200507.15195346475
15020,206178.69553877928
16349,224928.8131446321
11924,167704.65503311236
12543,195262.47089096069
14114,223462.86041163318
12318,246695.7478320137
15383,183659.2905717057
6679,202733.56569934508
635,188769.27834958103
15993,285937.7823153772
11375,172404.08593439337
11216,181309.95739951753
15401,213684.26385728258
11301,162716.8586279727
13804,284692.6595116501
10839,204779.77074975
1588,338979.227479044
3596,196458.84734318889
5816,177547.0859063583
8099,148004.6359704702
6551,201855.75926559122
14075,383888.7835595679
13431,211705.96008887616
9481,320162.7033569193
5295,147958.10719070575
15859,330630.1239317924
10634,351118.36344606243
444,221688.05328051746
11686,270310.41476177925
1213,212217.753065517
13970,140322.90772146324
6849,403556.101008809
9911,236328.3520182894
5649,166217.17404858637
7184,137107.59360214003
5877,259489.73217473805
1655,401630.82114034874
15301,203784.79142946846
12389,232951.82946085808
5241,266205.5247721352
7048,166003.14893678416
10574,134389.76616783655
8593,149646.8893709585
4752,174023.2546365415
14663,174090.25942522957
10994,200433.08011447877
87,83511.39260158894
5132,126460.49501242164
6372,368131.8792432445
7411,315167.22453497234
3319,247155.69017808267
9355,125473.88996081946
5139,275862.5667831868
56,306833.7596230529
3249,198891.52255596514
5047,82493.13003126881
13238,354592.8656894727
2190,324979.2306931012
15599,169055.03551964532
6542,169911.16419835974
1968,168458.34072235358
5630,173098.63144334336
9157,233399.86359779976
789,161674.65041577694
1413,265756.2061143912
12514,229421.95292511472
13459,152874.4276922378
1345,248995.40957903155
4034,207299.4648359042
15169,149783.4837770202
6770,252907.3695813449
3334,177085.99521740203
12998,180254.9074158281
15870,227169.9222601329
1871,173464.01689845772
5770,184464.38848686434
13196,104922.13179792961
7633,203523.4080501565
10699,219751.91318508747
15470,194541.9135007441
1903,528287.240821919
13860,242850.67945592583
7649,165478.42707947007
11043,155710.98879559763
2922,214960.63686982365
7538,268870.97009442054
9477,114621.88064530636
117,370321.9768447838
1457,241846.47378128718
7082,170029.961290151
3053,271374.15444026864
12522,104923.58784687138
5744,350530.4434444795
13566,418832.5728672429
1464,139252.884652899
3852,116598.3039046234
9557,216704.8245695798
14719,366314.074305949
13978,125764.92185110468
3286,149485.89321662526
13019,295351.6570289484
1421,131590.8651351914
13502,177459.95423456345
14811,132299.22952277368
9297,272196.3949832992
7749,378056.5432939378
16555,142229.63699872894
14576,175885.084211734
12766,162583.77226846543
4679,154572.53551146027
10033,186292.88410367776
11231,265142.0152479147
15112,149067.88531167345
10617,187623.60564892276
2175,174407.8087426493
16502,430253.0284104331
10106,191832.8580861948
12561,152995.65752577173
15907,303051.49579398666
8069,120041.901011854
8316,128518.0633877852
12343,245067.43327524475
12092,135991.89081075252
1527,179267.18770400126
10010,218194.10231137104
655,113704.60542767275
10549,156610.51923953288
3248,110308.52197531749
13499,314795.5169286217
14959,212328.14295941388
6070,169398.0799491702
11360,252739.04050827707
12102,205301.175675843
11870,307404.21658294403
3713,128621.86103722718
3230,152823.98573002208
7742,231394.8409269712
15092,326915.57873631583
8728,315179.00222313753
3386,140849.38557486152
9409,148853.69747306724
16545,241791.46992489323
3127,162939.7881457116
11344,147839.8256040874
2112,224507.83628151004
7310,205045.98451251994
6313,225226.02359337176
3681,424724.32218162087
5114,250382.24935577234
270,147086.96068390599
14350,180053.61814862498
12223,348570.8303774053
1066,182163.66127228245
16116,430374.07381241786
11410,566179.2157442257
4088,151068.79181406283
5956,196497.83810021277
14669,141822.60598216232
13871,140107.05274514997
4126,237049.64858054664
12114,195839.57613097623
16607,159512.88657006386
4266,210365.93102137602
13518,188743.1752379565
11856,253091.53918885786
3885,246526.47000182883
8891,177972.73265170175
4964,171401.2279535088
7696,154799.78378910388
6894,124900.03723227399
9766,204163.83327184018
4800,155048.3145592005
2840,177838.7154103668
4743,176812.3348620754
13562,501813.4846312028
8301,200001.42624262895
5405,183848.04574242502
1535,166889.26615693004
9073,129738.55278296012
1698,331365.3241723705
12262,240368.08481613942
6794,185956.8678538282
12701,193071.95103365704
8432,171248.22532560062
13540,138993.47788286753
8629,146226.1109006761
1440,180492.40982661405
8596,209314.81046511285
9575,271510.4222295506
14976,98671.37223660294
3149,215722.48785917019
5157,150376.85665409535
10748,180734.37940274828
9719,325057.6775670189
6376,188580.94489356357
9733,170119.60943893093
4749,193633.23121173537
4994,414700.6461779065
538,193098.30037582654
5512,127974.22778007948
9778,127863.53445245125
9761,149677.26724570792
3174,377721.5217715954
13429,183801.47507536053
10467,71524.14742298971
14129,174202.58828453804
13608,209210.18832727015
11106,138435.7689005857
12048,173528.2595438336
1054,360487.4177137569
3582,94916.4940784755
1566,150617.95536136354
11529,148582.71361330472
11859,141621.44718478768
10582,150433.86000894572
14907,341251.1538916983
14039,153593.98048888013
10489,175445.07298432174
3331,320563.12378790946
10153,242026.78570372236
5271,173001.1711631013
11871,370983.02904831775
776,128119.79262461819
3994,123110.6382689951
9433,67846.80908528602
14275,143255.1071315987
8030,237156.90490875172
8169,256482.70425862848
8053,189351.1508328079
4822,218474.85225450047
13197,197700.04139064203
13634,253152.04759074186
8951,190059.5473979926
12176,240799.8604183397
15471,136984.0878702861
14962,158961.44847390606
12512,133053.9850378328
8697,510455.2276697245
7095,221389.65751884662
13639,194079.9121961858
16660,176184.10831114947
5848,146143.4587036285
5386,166861.0068221658
10880,280787.0651596869
3954,180693.0674351464
13426,244162.7266205593
5966,219340.78476909455
16315,283656.20424455334
7455,201365.3183403715
11071,232035.99620906526
14740,218954.59487106733
16087,238140.45566994764
8931,245644.65764553435
15289,170268.22958330341
